,Unnamed: 0,text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,umap_3d_x,umap_3d_y,umap_3d_z
742,742,"Congressional Democrats are debating whether to expand the scope of their inquiry into President Donald Trump’s taxes to include his business tax returns along with his personal returns, a risky step seen by some as crucial to effective oversight.",https://www.reuters.com/article/us-usa-tax-trump/democrats-weigh-risks-of-pushing-tax-probe-into-trumps-businesses-idUSKCN1QP14R?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.7391686,5.321995,5.556532
743,743,"Congressional Democrats are disputing the president's authority to do this. Republican lawmakers are planning their own investigation, examining the early response by the WHO and the Chinese government.",https://www.nbcnews.com/news/world/global-criticism-grows-trump-move-end-who-funding-amid-pandemic-n1184146,MSNBC,coronavirus,left,Non-biased,Entirely factual,[],5.076295,4.185021,3.7597964
744,744,Connecticut State Police showed support for the protesters as troopers knelt along with them.,http://feedproxy.google.com/~r/breitbart/~3/jPdt3qQv2Ro/,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],7.6075935,8.139828,1.4357183
745,745,"Conservative activist and author Pamela Geller has filed a lawsuit against New York City Mayor Bill de Blasio (D), alleging that the city’s continued suspension of the right to assemble is a violation of the Constitution.",http://feedproxy.google.com/~r/breitbart/~3/pQWA772Yfok/,Breitbart,islam,,Non-biased,Entirely factual,[],7.0428977,5.106214,2.4919097
746,746,"Conservative Christians exploded on social media, citing the controversy as further proof that their faith is under attack by intolerant liberals and coastal elites who care little about human life.",https://www.thedailybeast.com/new-yorkers-are-right-to-be-skeptical-of-samaritans-purses-evangelical-coronavirus-ward-in-central-park?source=articles&via=rss,Daily Beast,islam,,Biased,Somewhat factual but also opinionated,['exploded'],7.3786993,5.613925,3.7645454
747,747,"Conservative commentator Ben Shapiro wants you to know that he’s so pro-life, he wouldn’t even consider aborting baby Hitler.",https://www.huffpost.com/entry/ben-shapiro-anti-abortion-pro-life-rally-kill-baby-hitler_n_5c4201b8e4b0a8dbe1710b72,HuffPost,abortion,left,Biased,Expresses writer’s opinion,['Hitler'],7.901957,5.5807467,5.2109895
748,748,"Conservative Republican Senator Ted Cruz favors offering a choice of cheaper healthcare plans that would not have to meet minimum standards established by Obamacare, such as coverage for maternity care and prescription drugs.",https://www.reuters.com/article/us-usa-politics-healthcare-idUSKBN19V0YP,Reuters,universal health care,center,Non-biased,Entirely factual,[],5.058375,5.7950716,6.3526964
749,749,Conservatives are rallying behind Vox journalist Matthew Yglesias after he was publically shamed by one of his colleagues for signing an open letter combatting cancel culture.,https://www.foxnews.com/media/conservatives-defend-vox-journalist-signs-cancel-culture-letter,Fox News,marriage-equality,,Non-biased,Entirely factual,[],7.1177487,6.2714953,3.3568623
750,750,"Conservatives Win In Poland, And Leftist Media With No Better Ideas Calls It Bigotry",https://thefederalist.com/2020/07/15/conservatives-win-in-poland-and-leftist-media-with-no-better-ideas-calls-it-bigotry/,Federalist,islam,,Biased,Somewhat factual but also opinionated,"['leftist', 'no', 'better', 'idea', 'bigotry']",7.4944587,5.7660823,3.3312812
751,751,"Considering the negative, often false propaganda uttered by politicians hostile to Social Security and the financial services industry, and misleading media coverage, that is not surprising, that many young people have been conditioned to think they should not count on Social Security to be there when their time to retire rolls around.",https://www.reuters.com/article/us-column-miller-socialsecurity/why-pessimism-on-social-security-could-come-back-to-bite-millennials-idUSKCN1ST12R,Reuters,middle-class,center,Biased,Somewhat factual but also opinionated,[],4.2168307,5.8918743,5.8062315
752,752,"Consistently, Trump has fed the menacing right-wing misinformation machine by repeatedly insisting that the virus is “going to go away.” He has systematically undermined his own top scientists and is now ignoring them altogether.",https://www.alternet.org/2020/06/worse-than-a-preschooler-donald-trump-is-failing-the-marshmallow-test/,Alternet,trump-presidency,left,Biased,Somewhat factual but also opinionated,"['menacing', 'misinformation']",5.543587,4.6927166,3.9332898
753,753,"Conspiracy theories about the Sandy Hook shooting have persisted for years, for example, far-right InfoWars host Alex Jones claimed that the whole thing was staged by the government with child actors and no kids were harmed ― which ultimately led to a lawsuit against him by parents of the victims.",https://www.alternet.org/2019/03/nra-official-contacted-sandy-hook-truther-to-discuss-conspiracy-theory-on-parkland-shooting-report/,Alternet,gun-control,left,Non-biased,Entirely factual,[],7.6875443,9.176183,3.8036757
754,754,"Convicted Russian agent Maria Butina was released from a Florida prison on Friday after serving most of her 18-month sentence for conspiring to influence U.S. conservative activists and infiltrate a powerful gun rights group, and taken into custody by immigration officials to be deported to her native country.",https://www.reuters.com/article/us-usa-russia-butina/russian-agent-butina-to-be-freed-from-us-prison-awaits-deportation-idUSKBN1X4176,Reuters,international-politics-and-world-news,center,Non-biased,Entirely factual,[],5.7481885,5.438507,2.5824025
755,755,Conway recycled a right-wing talking point that falsely claims a bill designed to loosen certain restrictions on late-term abortions in Virginia is “infanticide” during her Monday appearance on “Outnumbered Overtime with Harris Faulkner.”,https://feeds.feedblitz.com/~/595743792/0/alternet_all~Watch-Kellyanne-Conway-threatens-to-%e2%80%98perform%e2%80%99-abortions-%e2%80%98with-a-gun%e2%80%99-on-feminists-in-newly-resurfaced-video/,Alternet,abortion,left,Biased,Entirely factual,['falsely'],7.8852468,5.504354,5.3459363
756,756,"Cops are to blame for much of this mayhem. Video clips show them wildly out of control, inciting violence and inflicting it, instead of defusing and preventing it.",https://feeds.feedblitz.com/~/626496194/0/alternet_all~%e2%80%98Light-%e2%80%99em-up%e2%80%99-With-warrior-cops-America%e2%80%99s-forever-wars-in-distant-lands-have-now-come-home/,Alternet,gun control,left,Biased,Expresses writer’s opinion,"['mayhem', 'wildly']",7.7645664,8.09594,1.9586662
757,757,"Corinthian College Inc. is the bankrupted and criminal organization that Marco Rubio was defending just this past year, probably because he got a boatload of money from them in campaign organizations. Over the past 10 years it has come to light—through numerous lawsuits and state and federal investigations—that untold billions of dollars has been swindled out of student and taxpayers’ pockets by this private educational company.",https://www.alternet.org/2015/12/obama-cancel-millions-student-loans-swindled-rubio-supported-corinthian-colleges/,Alternet,student-debt,left,Biased,Somewhat factual but also opinionated,['boatload'],2.7756786,6.843117,5.8598585
758,758,"Coronavirus truthers ignorantly believe that the mainstream media, Democrats, liberals, progressives and Never Trump conservatives have been exaggerating the threat of COVID-19.",https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/,Alternet,white-nationalism,left,Biased,Expresses writer’s opinion,"['ignorantly', 'Never', 'Trump']",5.671562,4.18576,4.194328
759,759,Coronavirus vaccine and quarantine protesters in America form an unholy COVID-19 alliance.,https://www.nbcnews.com/think/opinion/coronavirus-vaccine-quarantine-protesters-america-form-unholy-covid-19-alliance-ncna1207796,MSNBC,vaccines,left,Biased,Expresses writer’s opinion,['unholy'],6.036987,3.23804,4.0651183
760,760,Coronavirus vaccine and quarantine protesters in America form an unholy COVID-19 alliance. These groups have converged to spread the same dangerous and self-defeating message.,https://www.nbcnews.com/think/opinion/coronavirus-vaccine-quarantine-protesters-america-form-unholy-covid-19-alliance-ncna1207796,MSNBC,vaccines,left,Biased,Somewhat factual but also opinionated,"['unholy', 'self-defeating', 'dangerous']",6.0354657,3.3115115,4.084742
761,761,Coronavirus: E.U. blasts Trump's travel ban as it unleashes chaos and confusion.,https://www.nbcnews.com/news/world/coronavirus-europe-wakes-chaos-confusion-trump-restricts-travel-n1156286,MSNBC,coronavirus,left,Biased,Somewhat factual but also opinionated,"['blasts', 'chaos']",5.371247,4.507292,3.922908
762,762,"Countless American believers in the Bible, myself included, were inspired tremendously on Monday when President Trump stood in front of St. John’s Episcopal Church, across the street from the White House, and held up the Word of God for all to see.",https://www.breitbart.com/2020-election/2020/06/05/father-pavone-president-trump-shows-inspiring-leadership-for-believers/,Breitbart,elections-2020,right,Non-biased,Expresses writer’s opinion,"['tremendously', 'countless']",6.0837235,7.4821315,2.3376148
763,763,Court filings show the NRA is in shambles — and Wayne LaPierre hopes his lawyer can ‘keep him out of jail’,https://www.alternet.org/2020/05/court-filings-show-the-nra-is-in-shambles-and-wayne-lapierre-hopes-his-lawyer-can-keep-him-out-of-jail/,Alternet,gun-control,left,Non-biased,Entirely factual,[],7.520628,9.308936,4.3910146
764,764,"Court made clear what was otherwise evident then: Rubio and his fellow Republicans didn’t kill Obamacare, they only made it a bigger mess.",https://www.alternet.org/2020/04/marco-rubios-final-humiliation-gops-seven-year-campaign-against-key-obama-policy-was-just-terminated-by-the-supreme-court/,Alternet,universal health care,left,Biased,Somewhat factual but also opinionated,"['mess', 'kill']",5.303113,5.810758,6.389986
765,765,CPA Chairman Dan DiMicco said the award is further validation from mainstream economists that permanent tariffs on Chinese imports are key to driving U.S. job growth.,https://www.breitbart.com/politics/2019/10/10/study-wins-prestigious-award-china-tariffs/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,international-politics-and-world-news,right,Non-biased,Entirely factual,[],4.107416,4.9301987,3.2179925
766,766,Crisis in chief: The president is spreading disinformation about the coronavirus — and there's no way to stop him,https://www.alternet.org/2020/03/crisis-in-chief-the-president-is-spreading-disinformation-about-the-coronavirus-and-theres-no-way-to-stop-him/,Alternet,vaccine,,Biased,Expresses writer’s opinion,"['crisis', 'in', 'chief']",5.449835,4.619181,3.9740317
767,767,"Critical education has now turned into indoctrination on critical race theory. Some 4,500 classrooms have adopted the New York Times’ anti-American “1619 Project” into their curricula.",https://thefederalist.com/2020/09/22/democrats-ramp-up-their-war-on-americas-institutions-promising-riots-if-trump-nominates-a-justice/,Federalist,vaccine,,Biased,Expresses writer’s opinion,"['indoctrination', 'anti-American']",7.948796,6.6241665,3.2914176
768,768,"Critics of the federal refugee resettlement program warn that, if elected, Hillary Clinton will flood the country with Muslim refugees.",https://www.breitbart.com/tag/muslim-refugees/,Breitbart,islam,,Biased,Somewhat factual but also opinionated,['flood'],4.4289985,6.654311,2.2574894
769,769,Critics of the Trump administration’s immigration policies have said such policies violate migrants’ rights and further endanger them by making them wait in dangerous border towns or in one of the most violent countries in the world lacking robust asylum systems.,https://www.nbcnews.com/news/us-news/cbp-says-u-s-mexico-border-apprehensions-continue-decline-n1113011?cid=public-rss_20200109,MSNBC,immigration,left,Non-biased,Entirely factual,[],4.2783103,6.5701814,2.0125866
770,770,"CTE is a degenerative brain disease that has been found in former players of North American football , soccer, hockey, rugby union and others exposed to repeated head injury.",https://www.foxnews.com/sports/brain-disease-cte-found-in-2-australian-rugby-league-players,Fox News,sport,right,Non-biased,Entirely factual,[],8.379032,5.2884016,1.0752835
771,771,"Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week, state media published a report essentially absolving the government of any wrongdoing, categorically stating that nothing was wrong with the vaccine Dominguez received.",https://www.breitbart.com/health/2019/10/23/mother-baby-killed-communist-cuban-doctors-launches-justice-campaign/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,Non-biased,Entirely factual,[],6.28463,2.937601,4.5265
772,772,"Cuban slave doctors that have escaped the system have said that, while working abroad, the Castro regime forced them to invent patients and throw away perfectly good medicine to boost the statistics on the number of patients Cuban doctors actually treat.",https://www.breitbart.com/health/2019/10/23/mother-baby-killed-communist-cuban-doctors-launches-justice-campaign/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,Biased,Somewhat factual but also opinionated,"['slave', 'boost', 'doctors']",5.7935276,3.484019,4.7362123
773,773,"Cuomo has been championed by the mainstream media for his response to the coronavirus pandemic in New York City, but his state-wide response to nursing homes deserves anything but the glowing praise he’s received.",https://thefederalist.com/2020/05/22/janice-dean-tragic-loss-exposes-andrew-cuomo-failed-response-coronavirus-nursing-homes/,Federalist,coronavirus,right,Biased,Somewhat factual but also opinionated,"['championed', 'glowing']",4.842753,4.662006,4.5993943
774,774,"Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates...",https://thefederalist.com/2017/02/27/vaccine-mandates-put-vulnerable-peoples-health-lives-risk/,Federalist,vaccines,right,Biased,Expresses writer’s opinion,['pouring'],3.8955727,6.4880786,2.332183
775,775,"Currently, women make up only about a quarter of workers in STEM careers, and they earn considerably less than men.",https://www.today.com/popculture/all-women-s-super-bowl-ad-helping-close-stem-gender-t173003,MSNBC,gender,left,Non-biased,Entirely factual,[],8.688436,5.5941644,2.2006493
776,776,"Dalelio, an anti-vaccine demostrator, was reportedly protesting a new state law that would stifle fraudulent medical exemptions for vaccinations.",https://www.breitbart.com/crime/2019/09/15/anti-vaxxer-arrested-throwing-menstrual-blood-california-senators/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,Breitbart,vaccines,right,Non-biased,Entirely factual,"['stifle', 'fraudulent']",6.7561555,2.9897044,4.0964465
777,777,"Dave Patrick Underwood, a 53-year-old man, was shot and killed in the Democrat-run city of Oakland, California, while trying to keep peace in the middle of a riot.",http://feedproxy.google.com/~r/breitbart/~3/cT_erPwcnfw/,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],7.782884,8.590638,1.6445042
778,778,"David Rothkopf, an anti-Trump commentator, cited the coronavirus pandemic in telling Parscale ""you should have considered the term 'Death Star' a little more carefully-what with the 100,000 or more people who are likely to die because of your candidate's failed leadership.""",https://eu.usatoday.com/story/news/politics/2020/05/07/trump-campaign-proclaims-death-star-biden-team-notes-got-blown-up/3088176001/,USA Today,trump-presidency,center,Biased,Somewhat factual but also opinionated,[],5.311056,4.442185,4.0827765
779,779,"Davis, who is a leader on social justice causes off and on the field, told Sports Illustrated’s Jets Country over the weekend that he welcomes “Lift Every Voice and Sing” but knows there’s still more to be done when it comes to racial equality in the U.S.",https://www.foxnews.com/sports/saints-demario-davis-black-national-anthem,Fox News,marriage-equality,,Non-biased,Entirely factual,[],8.431243,6.217726,1.3235593
780,780,Day said that some Democrats had phoned her to say they would not vote for Hillary Clinton because of her extreme pro-abortion stance.,https://www.breitbart.com/politics/2020/02/01/pro-life-democrats-fed-up-with-partys-abortion-extremism/?utm_source=wnd&utm_medium=wnd&utm_campaign=syndicated%5C,Breitbart,abortion,right,Non-biased,Entirely factual,[],7.5855947,5.65003,5.2439876
781,781,"Days after suffering a horrifying injury during an NCAA gymnastics regional event, a senior gymnast from Auburn University revealed Monday she is retiring from the sport.",https://www.foxnews.com/sports/auburn-university-senior-gymnast-retires-from-sport-as-details-of-devastating-leg-injury-released,Fox News,sport,right,Non-biased,Entirely factual,[],8.368386,5.0339103,1.2487315
782,782,De Niro's Tribeca Festival Yanks Anti-Vaccination Film...,https://www.nbcnews.com/health/health-news/de-niro-s-tribeca-festival-yanks-anti-vaccination-film-n546161,MSNBC,vaccines,left,Non-biased,Entirely factual,[],6.4505486,3.106472,4.062885
783,783,"deadline for the U.S. Internal Revenue Service to turn President Donald Trump’s tax returns over to a congressional tax oversight committee expired on Tuesday without lawmakers receiving the documents, a committee aide said.",https://www.reuters.com/article/us-usa-trump-tax-deadline/irs-fails-to-meet-congressional-deadline-for-trump-tax-returns-idUSKCN1RZ2E9?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],2.691027,5.3235373,5.5623293
784,784,Debates about the viability of school voucher programs have focused in recent months on programs with lackluster or spotty academic records. But there’s another issue raised by the potential expansion of public financing for private schools: an exacerbation of segregation.,https://www.huffpost.com/entry/voucher-segregation-donald-trump-betsy-devos_n_58cada8be4b0be71dcf2a883,HuffPost,elections-2020,left,Biased,No agreement,"['lackluster', 'spotty', 'exacerbation']",2.8910942,6.6624947,5.6970563
785,785,"Debates over gun control continue across the country, tornadoes, hurricanes and wildfires seem to increase in numbers and size each year.",https://www.alternet.org/2020/09/the-u-s-is-a-mess-and-trumps-core-supporters-could-make-it-much-worse/,Alternet,gun control,left,Non-biased,Entirely factual,[],7.441135,9.5753765,4.3121123
786,786,"Defending Democracy Together, a group of “Never Trump” conservatives including commentator Bill Kristol, created Republican Voters Against Trump. It is among several groups on the right ― including the Lincoln Project, which was co-founded by attorney George Conway and GOP strategists Rick Wilson and Steve Schmidt ― targeting the president as the election approaches.",https://www.huffpost.com/entry/republican-voters-against-trump-carnage_n_5ed73872c5b67913aa26c2ea,HuffPost,elections-2020,left,Non-biased,Entirely factual,[],6.138662,6.549371,3.7005186
787,787,"Defense lawyer Damon Cheronis asked one group whether they would consider the cross-examination of a woman who said she was assaulted as “victim-shaming,” and whether they thought it was possible that a woman might “reframe” a consensual sexual encounter as an assault years later.",https://www.reuters.com/article/us-people-harvey-weinstein/judge-in-weinstein-rape-trial-says-case-not-a-referendum-on-metoo-movement-idUSKBN1ZF18A?feedType=RSS&feedName=topNews,Reuters,#metoo,center,Non-biased,Entirely factual,[],7.67648,7.5737834,4.655544
788,788,"Defense Secretary Mark Esper has issued a policy ushering in a de facto ban on displaying the Confederate flag at U.S. military installations around the world by authorizing only certain flags that promote unity, according to a copy of his memo, seen by Reuters on Friday.",https://www.reuters.com/article/us-global-race-usa-pentagon/pentagon-issues-de-facto-ban-on-confederate-flag-at-military-bases-idUSKCN24I23K?utm_medium=Social&utm_source=twitter,Reuters,black lives matter,center,Non-biased,Entirely factual,[],6.2153687,7.277348,2.0304248
789,789,Dem Senators Say Mismanaged Student Loan Program Screwed Thousands,https://www.huffpost.com/entry/public-service-loan-forgiveness-program-senators-cfpb-investigation_n_5db945d6e4b066da55291b4b,HuffPost,student-debt,left,Biased,No agreement,[],2.7921083,6.8522167,5.865648
790,790,"Demagogue that he is and that he’s toyed with becoming since well before he ran for president, Donald Trump used his June 2 rant against looting and thuggery after George Floyd’s murder to bang the drum for a civil war that he’s been toying with starting ever since he took out full-page newspaper ads in 1989, calling for the death penalty and greater police presence even after the charges against young black men in the Central Park jogger attack were soon found to be  baseless.",https://www.alternet.org/2020/06/the-die-is-cast-can-the-republic-be-saved/,Alternet,marriage-equality,,Biased,Expresses writer’s opinion,"['Demagogue', 'civil', 'war', 'rant']",6.1680036,7.2665854,2.6673985
791,791,"Demagogue that he is and that he’s toyed with becoming since well before he ran for president, Donald Trump used his June 2 rant against looting and thuggery after George Floyd’s murder to bang the drum for a civil war that he’s been toying with starting ever since he took out full-page newspaper ads in 1989, calling for the death penalty and greater police presence even after the charges against young black men in the Central Park jogger attack were soon found to be  baseless. ",https://www.alternet.org/2020/06/the-die-is-cast-can-the-republic-be-saved/,Alternet,black lives matter,left,Biased,Somewhat factual but also opinionated,"['demagogue', 'toying', 'rant', 'bang', 'the', 'drum']",6.1328344,7.2286744,2.6398835
792,792,"Democracy probably cannot survive, after all, if one of our two major political parties is indifferent to its fate.",https://www.alternet.org/2019/07/how-far-will-republicans-go-to-destroy-democracy/#.XSY6699P5zg.twitter,Alternet,gun-control,left,Non-biased,Expresses writer’s opinion,[],5.848272,6.3844976,4.753682
793,793,"Democrat leaders have distanced themselves from the push to “defund the police,” which has become a battle cry for many Floyd protesters.",http://feedproxy.google.com/~r/breitbart/~3/7VdDiu_RJN4/,Breitbart,marriage-equality,,Non-biased,Entirely factual,[],7.838889,8.078354,2.4149027
794,794,"Democrat megadonor and healthcare executive Judy Faulkner has tried to block a Trump healthcare rule that would cut healthcare costs, grant patients more control over their healthcare data, and preserve her company’s dominant status in the electronic healthcare record market.",http://feedproxy.google.com/~r/breitbart/~3/6cYDPFb3XGo/,Breitbart,universal health care,right,Biased,Somewhat factual but also opinionated,[],4.910073,5.988588,6.291581
795,795,"Democrat presidential candidate Joe Biden urged members of the U.S. Women’s National Soccer team to keep fighting for equal pay, after a judge threw out their lawsuit claiming discrimination.",http://feedproxy.google.com/~r/breitbart/~3/3i1LrhlZg3A/,Breitbart,gender,right,Non-biased,Entirely factual,[],8.664697,5.432368,1.5773083
796,796,"Democrat presidential candidate Joe Biden, who boasted during the CNN debate Sunday evening of his 100 percent rating from abortion political advocacy group NARAL, presents his “Agenda for the Catholic Community” at his campaign website.",https://www.breitbart.com/politics/2020/03/16/pro-abortion-joe-biden-campaign-pushes-agenda-catholic-community/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,['boasted'],5.531566,6.963662,4.5862546
797,797,Democrat presidential hopeful and gun control proponent Joe Biden has officially chosen extreme gun controller Kamala Harris to be his running mate.,http://feedproxy.google.com/~r/breitbart/~3/SV-gvPDfvTI/,Breitbart,gun control,right,Non-biased,Somewhat factual but also opinionated,['extreme'],6.8615685,9.206274,4.6494975
798,798,Democrat presidential hopeful Pete Buttigieg apparently felt the sting of Rush Limbaugh’s recent comments about his masculinity and lashed out at the radio icon and Trump supporters in an interview with Ellen DeGeneres.,http://feedproxy.google.com/~r/breitbart/~3/9uJGwg9vGxg/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,"['apparently', 'felt', 'the', 'sting', 'lashed', 'out']",5.670335,7.3426075,4.6898437
799,799,Democrat presidential hopeful Sen. Amy Klobuchar (D-MN) attempted to slam Democrat challenger former New York City Mayor Michael Bloomberg after he said it takes him a “long time” to get materials together to release his tax returns and claimed he “can’t go to TurboTax.”,http://feedproxy.google.com/~r/breitbart/~3/dV1R2iROtmk/,Breitbart,taxes,right,Biased,Somewhat factual but also opinionated,['claimed'],4.5883536,6.3431144,4.873612
800,800,"Democrat Stacey Abrams, who lost the 2018 gubernatorial election in Georgia and now runs a voters right organization, praised South Korea’s recent vote-by-mail election at the hearing.",https://www.breitbart.com/politics/2020/06/03/fitton-true-voter-suppression-is-telling-americans-they-may-die-from-coronavirus-if-they-vote-in-person/,Breitbart,elections-2020,right,Non-biased,Entirely factual,[],5.801456,6.54902,5.558857
801,801,"Democratic candidates attacked Republican U.S. President Donald Trump’s handling of the coronavirus outbreak on Thursday, as stocks plunged on fears of the growing outbreak",https://www.reuters.com/article/us-usa-election/on-the-trail-biden-consolidates-black-voter-support-democrats-attack-trump-on-coronavirus-idUSKCN20L1GQ?feedType=RSS&feedName=topNews,Reuters,blm,,Non-biased,Entirely factual,[],5.2806835,4.7885556,4.426579
802,802,Democratic lawmakers and environmental groups say the changes will exempt polluters from public scrutiny of their projects.,https://www.nbcnews.com/science/environment/white-house-unveils-plan-speed-big-projects-permits-sidestepping-climate-n1112821?cid=public-rss_20200109,MSNBC,environment,left,Non-biased,Entirely factual,[],3.5943146,4.4803495,4.108858
803,803,Democratic presidential candidate Beto O’Rourke on Monday unveiled an ambitious plan to combat climate change that spurs $5 trillion for the cause and aims to achieve net-zero emissions by 2050.,https://www.alternet.org/2019/04/beto-orourke-unveils-5-trillion-plan-to-fight-climate-change/,Alternet,environment,left,Non-biased,Entirely factual,[],4.0611353,6.9241486,5.204567
804,804,"Democratic presidential candidate Joe Biden on Tuesday blasted President Donald Trump’s response to U.S. protests over racism and police misconduct, vowing to try to heal the country’s racial divide and not “fan the flames of hate.”",https://www.reuters.com/article/us-usa-election-biden/biden-vows-to-heal-racial-wounds-rips-trump-as-divisive-is-this-who-we-want-to-be-idUSKBN2391ZB,Reuters,elections-2020,center,Biased,Somewhat factual but also opinionated,['blasted'],5.5652266,7.2874575,3.832906
805,805,"Democratic presidential candidate Joe Biden promised black community leaders in Delaware on Monday he would earn their support amid nationwide police brutality protests, saying he would create a police oversight board within his first 100 days in the White House.",https://www.reuters.com/article/us-usa-election-biden/biden-meets-black-leaders-promises-to-earn-african-american-support-amid-protests-idUSKBN2382SI,Reuters,elections-2020,center,Non-biased,Entirely factual,[],5.5040383,7.331686,3.9591753
806,806,Democratic presidential candidate Sen. Bernie Sanders says he wants to spend a whopping $2.5 trillion over a decade to guarantee all Americans – regardless of income – safe and affordable housing.,https://www.foxnews.com/politics/sanders-unveils-2-5-trillion-housing?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A%20foxnews%2Fpolitics%20%28Internal%20-%20Politics%20-%20Text%29,Fox News,middle-class,right,Non-biased,Entirely factual,[],3.9717193,6.7279916,5.3928
807,807,"Democratic presidential hopeful Cory Booker on Monday unveiled a sweeping plan to reduce gun violence that includes establishing a national gun licensing program, limiting individual purchases of firearms to one per month, and placing a ban on assault weapons and high-capacity magazines.",https://eu.usatoday.com/story/news/politics/elections/2019/05/06/cory-booker-national-gun-license-firearms-owners/1117156001/,USA Today,gun-control,center,Non-biased,Entirely factual,[],7.3074017,9.397178,4.539043
808,808,"Democratic presidential hopeful Elizabeth Warren told a room full of liberal activists on Saturday that the party needs to fully embrace polices such as higher taxes on the wealthy, wiping out student loan debt and criminal justice reform if they want to win the White House.",https://www.reuters.com/article/us-usa-election-progressives/2020-democratic-hopefuls-party-needs-to-embrace-progressive-ideals-not-trump-voters-idUSKCN1U80P3?feedType=RSS&feedName=topNews,Reuters,taxes,center,Non-biased,Entirely factual,[],3.9204235,6.8643413,5.4881186
809,809,Democratic presidential nominee Joe “You Ain’t Black” Biden seems to be trying to brand himself as a champion for small business.,http://feedproxy.google.com/~r/breitbart/~3/LxfznW-bH50/,Breitbart,taxes,right,Biased,Expresses writer’s opinion,"['You', 'Black', 'champion']",5.131879,6.9274335,4.257835
810,810,"Democratic Rep. Gwen Moore of Wisconsin, a member of the Congressional Black Caucus, says the GOP is risking Americans’ health and safety for “the economic outcomes Trump desires.”",http://www.msnbc.com/ali-velshi/watch/rep-gwen-moore-republicans-are-in-denial-about-this-virus-87054917629,MSNBC,blm,,Non-biased,Entirely factual,[],5.3479924,6.018893,5.831268
811,811,"Democratic U.S. presidential candidate Joe Biden, who wears the nickname “working class Joe” with pride and courts a multi-racial voter base, faces a stern test of his ability to win nationally in Nevada’s mining towns and unionized gambling parlors.",https://www.reuters.com/article/us-usa-election-biden/democratic-presidential-hopeful-biden-aims-to-keep-nevada-on-his-side-idUSKBN1ZA0VG?feedType=RSS&feedName=topNews,Reuters,blm,,Non-biased,Entirely factual,[],5.3917117,7.0417247,4.787755
812,812,Democratic U.S. Rep. David Cicilline of Rhode Island eloquently blasted Republican Rep. Matt Gaetz of Florida during Wednesday’s House hearing on gun control.,https://www.alternet.org/2019/02/dem-rep-takes-down-trump-loving-goper-for-blaming-gun-violence-on-immigrants-are-members-of-congress-entitled-to-make-things-up/,Alternet,gun-control,left,Biased,Somewhat factual but also opinionated,"['blasted', 'eloquently']",7.5822144,9.157124,4.5053496
813,813,Democrats also said some girls might risk being thrown out of their homes or beaten if they tell their parents they're pregnant.,https://www.nbcnews.com/news/us-news/florida-legislature-passes-abortion-parental-consent-bill-n1140476?cid=public-rss_20200221,MSNBC,abortion,left,Biased,No agreement,"['thrown', 'out']",7.7653685,5.512285,5.2562103
814,814,"Democrats and other critics blasted Trump's plan to reduce the scope of the task force Tuesday, given the threat that death tolls would rise as states reopen businesses and other parts of their economies.",https://eu.usatoday.com/story/news/politics/2020/05/06/coronavirus-trump-says-task-force-continue-indefinitely/5171043002/,USA Today,trump-presidency,center,Biased,Somewhat factual but also opinionated,['blasted'],5.021175,4.467562,4.395335
815,815,"Democrats and Republicans have long conflated “policing” with “public safety,” in part because large shares of voters have, too. But local and national polling had shown that the public’s views of policing and criminal justice had begun to shift even before the protests, thanks to the work of Black Lives Matter and organizers and activists.",https://www.huffpost.com/entry/janeese-lewis-george-districi-of-columbia-police-reform-city-councils_n_5edaab12c5b6dc3de7b95082,HuffPost,elections-2020,left,Non-biased,Somewhat factual but also opinionated,[],8.065924,7.917713,2.3231435
816,816,"Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, saluted Haaland for making history as the first Native American woman to preside over the chamber.",https://eu.usatoday.com/story/news/politics/2019/03/08/rep-deb-haaland-makes-history-presiding-house/3108838002/,USA Today,gender,center,Non-biased,Entirely factual,[],4.9711056,7.311015,4.5041804
